"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"AF194538.1.1471","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",NA
"JQ450291.1.1417","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"EU540197.1.1385","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ474796.1.1382","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"FJ558439.1.1388","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"New.ReferenceOTU8","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"EU341177.1.1491","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ448249.1.1401","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"HQ323439.1.1508","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ455050.1.1365","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"GU227192.1.1474","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ453541.1.1386","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ477469.1.1387","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ461983.1.1384","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ459299.1.1388","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"FJ558302.1.1390","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ461901.1.1386","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"FJ558511.1.1389","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ449625.1.1384","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ448328.1.1387","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ456948.1.1401","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ453715.1.1276","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"JQ463961.1.1387","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","uncultured bacterium"
"X99636.163.1687","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"New.CleanUp.ReferenceOTU279","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera",NA
"New.ReferenceOTU19","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"KJ589933.1.1476","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","uncultured Acidimicrobidae bacterium","uncultured Acidimicrobidae bacterium"
"AB818664.1.1488","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium"
"AM292071.1.1441","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","uncultured bacterium"
"JQ014512.1.1407","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"AM158907.1.1450","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","uncultured bacterium"
"New.ReferenceOTU23","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"JF915346.1.1383","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"JX222897.1.1497","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"JIAR01000028.82047.83550","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"KM347967.1.1395","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"JX949462.1.1372","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"JX949463.1.1335","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"D87974.1.1483","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","uncultured bacterium"
"FJ842646.1.1475","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"New.CleanUp.ReferenceOTU453","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Aquipuribacter","uncultured bacterium"
"HM222661.1.1326","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter",NA
"AY914063.1.1481","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"New.CleanUp.ReferenceOTU3279","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"HQ616296.1.1326","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"New.CleanUp.ReferenceOTU3302","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Yimella",NA
"HQ812658.1.1398","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"GASM01010085.160.1564","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"KF083453.1.1354","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"HQ802206.1.1448","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"JF093996.1.1347","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium",NA
"HQ754307.1.1415","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium",NA
"JF032469.1.1350","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"FJ957833.1.1518","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"KF103129.1.1348","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"GQ157021.1.1232","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"ACVN02000189.18691.20201","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"GU227178.1.1443","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"JQ455459.1.1352","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU1690","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","uncultured",NA
"KM461958.1.1474","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","uncultured",NA
"JQ454236.1.1363","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"JQ458380.1.1403","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ454228.1.1388","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"JQ468290.1.1393","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"JQ448232.1.1403","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"HQ806517.1.1417","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"EU460927.1.1394","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"JQ457749.1.1404","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"HQ805459.1.1462","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"New.ReferenceOTU12","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"FJ511842.1.1391","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"JQ458111.1.1404","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ460136.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"EU459873.1.1397","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"FJ558032.1.1405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"JQ470910.1.1405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"KC545915.1.1486","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"JQ447146.1.1400","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured organism"
"JQ475918.1.1404","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ449951.1.1408","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"New.ReferenceOTU20","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"HQ804561.1.1461","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"HQ804575.1.1453","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ471443.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"JQ457507.1.1408","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"EU344712.1.1500","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"GU227193.1.1432","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"EU775682.1.1362","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"JQ477318.1.1407","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ448655.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus intermedius"
"JQ474676.1.1403","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"HQ776878.1.1460","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ457726.1.1407","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus anginosus"
"JQ475844.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"JQ459794.1.1407","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"HQ788226.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"HM459702.1.1507","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"New.CleanUp.ReferenceOTU277","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
